Crédito,Status da conta corrente existente,Duração em meses,Histórico de crédito,Finalidade,Valor do crédito,Conta de poupança/títulos,Tempo de emprego atual,Taxa de prestação em porcentagem da renda disponível,Estado civil e sexo,Outros devedores/garantidores,Residência atual desde,Propriedade,Idade em anos,Outros planos de parcelamento,Habitação,Número de créditos existentes neste banco,Ocupação,Número de pessoas a quem deve prestar sustento,Telefone,Trabalhador estrangeiro
Bom,negativo,20,Em dia,Móveis/equipamentos,2212,none,4-to-7,4,Homem - solteiro,none,4,Carro/outro,39,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,18,Em dia,Carro usado,12976,Minimo,Desempregado,3,Mulher - divorciada/separada/casada,none,4,Desconhecido/nenhum,38,none,for-free,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,22,Em dia,Carro novo,1283,none,4-to-7,4,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,25,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,estavel,12,Em dia,Carro novo,1330,Minimo,Menos de 1,4,Homem - solteiro,none,1,Imóvel,26,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,30,Atraso passado,Negócios,4272,Baixo,good-to-4,2,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,26,none,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Crítico,Rádio/televisão,2238,Minimo,good-to-4,2,Mulher - divorciada/separada/casada,none,1,Carro/outro,25,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Em dia,Rádio/televisão,1126,none,Menos de 1,4,Mulher - divorciada/separada/casada,none,2,Imóvel,21,none,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,18,Crítico,Móveis/equipamentos,7374,Minimo,Desempregado,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,40,stores,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,15,Crítico,Negócios,2326,Medio,good-to-4,2,Homem - solteiro,none,4,Carro/outro,27,bank,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,9,Em dia,Negócios,1449,Minimo,4-to-7,3,Mulher - divorciada/separada/casada,none,2,Carro/outro,27,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Em dia,Carro novo,1820,Minimo,good-to-4,2,Homem - casado/viúvo,none,2,Acordo de poupança/seguro de vida,30,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,12,Em dia,Móveis/equipamentos,983,Alto,Menos de 1,1,Mulher - divorciada/separada/casada,none,4,Imóvel,19,none,Aluguel,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,36,Em dia,Carro novo,3249,Minimo,4-to-7,2,Homem - solteiro,none,4,Desconhecido/nenhum,39,bank,for-free,1,Alta qualificação,2,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,6,Crítico,Rádio/televisão,1957,Minimo,4-to-7,1,Mulher - divorciada/separada/casada,none,4,Carro/outro,31,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,9,Crítico,Móveis/equipamentos,2406,Minimo,Desempregado,2,Homem - solteiro,none,3,Carro/outro,31,none,Dono,1,Alta qualificação,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,39,Atraso passado,Educação,11760,Baixo,4-to-7,2,Homem - solteiro,none,3,Desconhecido/nenhum,32,none,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Móveis/equipamentos,2578,Minimo,Desempregado,3,Mulher - divorciada/separada/casada,none,4,Desconhecido/nenhum,55,none,for-free,1,Alta qualificação,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,36,Crítico,Móveis/equipamentos,2348,Minimo,good-to-4,3,Homem - casado/viúvo,none,2,Acordo de poupança/seguro de vida,46,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,12,Em dia,Carro novo,1223,Minimo,7-+,1,Homem - divorciado/separado,none,1,Imóvel,46,none,Aluguel,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Crítico,Rádio/televisão,1516,Alto,good-to-4,4,Mulher - divorciada/separada/casada,none,1,Imóvel,43,none,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Em dia,Rádio/televisão,1473,Minimo,Menos de 1,3,Homem - casado/viúvo,none,4,Imóvel,39,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,18,Crítico,Negócios,1887,none,good-to-4,4,Homem - casado/viúvo,none,4,Imóvel,28,bank,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,24,Atraso passado,Negócios,8648,Minimo,Menos de 1,2,Homem - solteiro,none,2,Carro/outro,27,bank,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,14,Atraso passado,Carro novo,802,Minimo,good-to-4,4,Homem - solteiro,none,2,Carro/outro,27,none,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,18,Atraso passado,Carro novo,2899,none,7-+,4,Homem - solteiro,none,4,Carro/outro,43,none,Dono,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,24,Em dia,Rádio/televisão,2039,Minimo,Menos de 1,1,Homem - casado/viúvo,none,1,Acordo de poupança/seguro de vida,22,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Crítico,Carro usado,2197,none,4-to-7,4,Homem - solteiro,none,4,Carro/outro,43,none,Dono,2,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,15,Em dia,Rádio/televisão,1053,Minimo,Menos de 1,4,Homem - casado/viúvo,none,2,Imóvel,27,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Local
Bom,none,24,Em dia,Rádio/televisão,3235,Medio,7-+,3,Homem - divorciado/separado,none,2,Carro/outro,26,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,estavel,12,Crítico,Carro novo,939,Medio,4-to-7,4,Homem - casado/viúvo,none,2,Imóvel,28,none,Dono,3,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,24,Em dia,Rádio/televisão,1967,Minimo,7-+,4,Mulher - divorciada/separada/casada,none,4,Carro/outro,20,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,33,Crítico,Carro usado,7253,Minimo,4-to-7,3,Homem - solteiro,none,2,Carro/outro,35,none,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,none,12,Crítico,Negócios,2292,Minimo,Desempregado,4,Homem - solteiro,none,2,Carro/outro,42,stores,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,10,Em dia,Carro novo,1597,Medio,good-to-4,3,Homem - solteiro,none,2,Desconhecido/nenhum,40,none,Aluguel,1,Residente não qualificado,2,Sem Telefone,Trabalhador Local
Ruim,negativo,24,Em dia,Carro novo,1381,none,good-to-4,4,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,35,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,36,Crítico,Carro usado,5842,Minimo,7-+,2,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,35,none,Dono,2,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,12,Em dia,Carro novo,2579,Minimo,Menos de 1,4,Homem - solteiro,none,1,Imóvel,33,none,Dono,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,18,Atraso passado,Educação,8471,none,good-to-4,1,Mulher - divorciada/separada/casada,none,2,Carro/outro,23,none,Aluguel,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,21,Em dia,Carro novo,2782,Medio,4-to-7,1,Mulher - divorciada/separada/casada,none,2,Carro/outro,31,bank,Dono,1,Alta qualificação,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,18,Em dia,Carro novo,1042,none,good-to-4,4,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,33,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,15,Em dia,Carro novo,3186,Alto,4-to-7,2,Mulher - divorciada/separada/casada,none,3,Carro/outro,20,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,12,Em dia,Carro usado,2028,none,good-to-4,4,Homem - solteiro,none,2,Carro/outro,30,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,12,Crítico,Carro novo,958,Minimo,4-to-7,2,Homem - solteiro,none,3,Imóvel,47,none,Dono,2,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,21,Atraso passado,Móveis/equipamentos,1591,Baixo,4-to-7,4,Homem - solteiro,none,3,Imóvel,34,none,Dono,2,Alta qualificação,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,12,Em dia,Móveis/equipamentos,2762,none,7-+,1,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,25,bank,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,18,Em dia,Carro usado,2779,Minimo,good-to-4,1,Homem - casado/viúvo,none,3,Carro/outro,21,none,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,28,Crítico,Rádio/televisão,2743,Minimo,7-+,4,Homem - solteiro,none,2,Carro/outro,29,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Crítico,Rádio/televisão,1149,Alto,good-to-4,4,Homem - solteiro,none,3,Imóvel,46,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,9,Em dia,Móveis/equipamentos,1313,Minimo,7-+,1,Homem - solteiro,none,4,Carro/outro,20,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,18,Crítico,Reparos,1190,Minimo,Desempregado,2,Mulher - divorciada/separada/casada,none,4,Desconhecido/nenhum,55,none,for-free,3,Não qualificado/não residente,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,5,Em dia,Negócios,3448,Minimo,4-to-7,1,Homem - solteiro,none,4,Imóvel,74,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,24,Em dia,outro,11328,Minimo,good-to-4,2,Homem - solteiro,Co-requerente,3,Carro/outro,29,bank,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,6,Crítico,Móveis/equipamentos,1872,Minimo,Desempregado,4,Homem - solteiro,none,4,Desconhecido/nenhum,36,none,for-free,3,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Crítico,Reparos,2058,Minimo,good-to-4,4,Homem - divorciado/separado,none,2,Imóvel,33,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,9,Em dia,Móveis/equipamentos,2136,Minimo,good-to-4,3,Homem - solteiro,none,2,Imóvel,25,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,12,Em dia,Rádio/televisão,1484,none,good-to-4,2,Homem - casado/viúvo,none,1,Imóvel,25,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,6,Em dia,Reparos,660,Medio,4-to-7,2,Homem - casado/viúvo,none,4,Imóvel,23,none,Aluguel,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Crítico,Carro novo,1287,Alto,7-+,4,Mulher - divorciada/separada/casada,none,4,Imóvel,37,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,42,Crítico,Reparos,3394,Minimo,Desempregado,4,Homem - solteiro,Co-requerente,4,Carro/outro,65,none,Dono,2,Não qualificado/não residente,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,estavel,12,Pagamento pelo banco,Negócios,609,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,1,Imóvel,26,none,Dono,1,Não qualificado/não residente,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Em dia,Carro novo,1884,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,39,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Móveis/equipamentos,1620,Minimo,good-to-4,2,Mulher - divorciada/separada/casada,Co-requerente,3,Acordo de poupança/seguro de vida,30,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,20,Atraso passado,outro,2629,Minimo,good-to-4,2,Homem - solteiro,none,3,Carro/outro,29,bank,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,none,12,Em dia,Educação,719,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,41,bank,Dono,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,48,Crítico,Móveis/equipamentos,5096,Minimo,good-to-4,2,Mulher - divorciada/separada/casada,none,3,Carro/outro,30,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,9,Crítico,Educação,1244,none,7-+,4,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,41,none,Aluguel,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,36,Em dia,Carro novo,1842,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,4,Carro/outro,34,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,7,Em dia,Rádio/televisão,2576,Minimo,good-to-4,2,Homem - solteiro,Fiador,2,Imóvel,35,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,estavel,12,Em dia,Móveis/equipamentos,1424,none,7-+,3,Mulher - divorciada/separada/casada,none,4,Imóvel,55,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,15,Atraso passado,Reparos,1512,Alto,good-to-4,3,Homem - casado/viúvo,none,3,Acordo de poupança/seguro de vida,61,stores,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,36,Crítico,Carro usado,11054,none,good-to-4,4,Homem - solteiro,none,2,Carro/outro,30,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,6,Em dia,Rádio/televisão,518,Minimo,good-to-4,3,Mulher - divorciada/separada/casada,none,1,Imóvel,29,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Totalmente pago,Móveis/equipamentos,2759,Minimo,7-+,2,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,34,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Em dia,Carro usado,2670,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,35,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,24,Em dia,Carro novo,4817,Minimo,4-to-7,2,Homem - solteiro,Co-requerente,3,Acordo de poupança/seguro de vida,31,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Em dia,Carro usado,2679,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,1,Desconhecido/nenhum,29,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,11,Crítico,Carro novo,3905,Minimo,good-to-4,2,Homem - solteiro,none,2,Imóvel,36,none,Aluguel,2,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,12,Em dia,Carro usado,3386,Minimo,7-+,3,Homem - solteiro,none,4,Desconhecido/nenhum,35,none,for-free,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,6,Em dia,Eletrodomésticos,343,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,1,Imóvel,27,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Em dia,Rádio/televisão,4594,Minimo,Menos de 1,3,Homem - solteiro,none,2,Carro/outro,32,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,36,Em dia,Móveis/equipamentos,3620,Minimo,good-to-4,1,Homem - solteiro,Fiador,2,Acordo de poupança/seguro de vida,37,none,Dono,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,15,Em dia,Carro novo,1721,Minimo,Menos de 1,2,Homem - solteiro,none,3,Imóvel,36,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,12,Em dia,Móveis/equipamentos,3017,Minimo,Menos de 1,3,Mulher - divorciada/separada/casada,none,1,Imóvel,34,none,Aluguel,1,Alta qualificação,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,12,Em dia,Requalificação,754,none,7-+,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,38,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Em dia,Negócios,1950,Minimo,4-to-7,4,Homem - solteiro,none,1,Carro/outro,34,stores,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,24,Em dia,Carro usado,2924,Minimo,good-to-4,3,Homem - solteiro,Fiador,4,Desconhecido/nenhum,63,bank,Dono,1,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,24,Atraso passado,Rádio/televisão,1659,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,2,Carro/outro,29,none,Aluguel,1,Residente não qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,48,Atraso passado,Rádio/televisão,7238,none,7-+,3,Homem - solteiro,none,3,Carro/outro,32,bank,Dono,2,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,33,Atraso passado,Negócios,2764,Minimo,good-to-4,2,Mulher - divorciada/separada/casada,none,2,Carro/outro,26,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Atraso passado,Carro usado,4679,Minimo,4-to-7,3,Homem - solteiro,none,3,Carro/outro,35,none,Dono,2,Residente não qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,24,Em dia,Rádio/televisão,3092,Baixo,Menos de 1,3,Homem - casado/viúvo,none,2,Carro/outro,22,none,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,6,Em dia,Educação,448,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,23,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,9,Em dia,Carro novo,654,Minimo,good-to-4,4,Homem - solteiro,none,3,Carro/outro,28,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,6,Em dia,Requalificação,1238,none,Desempregado,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,36,none,Dono,1,Alta qualificação,2,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,18,Crítico,Rádio/televisão,1245,Minimo,good-to-4,4,Homem - casado/viúvo,none,2,Carro/outro,33,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,18,Totalmente pago,Móveis/equipamentos,3114,Minimo,Menos de 1,1,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,26,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,39,Em dia,Carro usado,2569,Medio,good-to-4,4,Homem - solteiro,none,4,Carro/outro,24,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,estavel,24,Em dia,Rádio/televisão,5152,Minimo,4-to-7,4,Homem - solteiro,none,2,Carro/outro,25,bank,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,12,Em dia,Negócios,1037,Baixo,4-to-7,3,Homem - solteiro,none,4,Imóvel,39,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,15,Crítico,Móveis/equipamentos,1478,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,44,none,Dono,2,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,12,Crítico,Rádio/televisão,3573,Minimo,good-to-4,1,Mulher - divorciada/separada/casada,none,1,Imóvel,23,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,24,Em dia,Carro novo,1201,Minimo,Menos de 1,4,Homem - solteiro,none,1,Acordo de poupança/seguro de vida,26,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,30,Em dia,Móveis/equipamentos,3622,Alto,7-+,4,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,57,none,Aluguel,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,15,Atraso passado,Móveis/equipamentos,960,Alto,4-to-7,3,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,30,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Crítico,Carro novo,1163,Medio,good-to-4,4,Homem - solteiro,none,4,Imóvel,44,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,6,Atraso passado,Carro novo,1209,Minimo,Desempregado,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,47,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Em dia,Rádio/televisão,3077,Minimo,good-to-4,2,Homem - solteiro,none,4,Carro/outro,52,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
